month,calendar_year,demand_notice_deposits_B,fixed_term_deposits_B,total_deposits_B,all_12_months_flag,cpi_all_items,boc_bank_rate,boc_target_rate
2018-09-30,2018,225981.239,220963.414,446944.653,True,134.06666666666666,1.6266666666666665,1.4633333333333334
2018-10-31,2018,228446.351,209746.052,438192.403,True,134.53333333333333,1.7029032258064516,1.52
2018-11-30,2018,232879.201,216939.536,449818.737,True,133.92499999999998,1.8346666666666667,1.654
2018-12-31,2018,240531.072,220105.829,460636.901,True,133.90833333333333,1.7999999999999998,1.6338709677419354
2019-01-31,2019,235086.136,208761.918,443848.054,True,132.13,1.84,1.6570967741935483
2019-02-28,2019,234854.425,214833.29,449687.715,True,133.07999999999998,1.8228571428571427,1.647142857142857
2019-03-31,2019,235217.515,224258.103,459475.618,True,133.88,1.7999999999999998,1.6338709677419354
2019-04-30,2019,234350.959,223401.634,457752.593,True,134.31,1.8346666666666667,1.654
2019-05-31,2019,239033.2,223809.94,462843.14,True,134.95999999999998,1.84,1.6570967741935483
2019-06-30,2019,238742.48,225636.262,464378.742,True,134.75,1.7933333333333332,1.63
2019-07-31,2019,240397.252,219833.985,460231.237,True,135.44,1.84,1.6570967741935483
2019-08-31,2019,243520.13,223493.514,467013.644,True,135.24,1.82,1.645483870967742
2019-09-30,2019,244722.763,222073.207,466795.97,True,134.64000000000001,1.814,1.642
2019-10-31,2019,249062.733,216608.119,465670.852,True,135.07,1.84,1.6570967741935483
2019-11-30,2019,252976.752,227640.24,480616.992,True,134.85,1.814,1.642
2019-12-31,2019,252172.608,230884.662,483057.27,True,134.78,1.82,1.645483870967742
2020-01-31,2020,254380.339,222552.25,476932.589,True,135.12,1.84,1.6570967741935483
2020-02-29,2020,258075.234,233813.687,491888.921,True,135.89000000000001,1.8075862068965518,1.6382758620689655
2020-03-31,2020,274431.247,245208.762,519640.009,True,135.28,1.255483870967742,1.0809677419354837
2020-04-30,2020,283006.715,240631.852,523638.567,True,134.54000000000002,0.7346666666666667,0.5539999999999999
2020-05-31,2020,287504.787,251278.672,538783.459,True,134.77,0.7838709677419354,0.6177419354838709
2020-06-30,2020,290929.533,252282.209,543211.742,True,135.72,0.7346666666666667,0.5539999999999999
2020-07-31,2020,297894.6,247453.186,545347.786,True,135.74,0.7270967741935483,0.5441935483870967
2020-08-31,2020,304367.937,247002.547,551370.484,True,135.52,0.7838709677419354,0.6177419354838709
2020-09-30,2020,315004.315,234198.863,549203.178,True,135.43,0.7346666666666667,0.5539999999999999
2020-10-31,2020,320899.806,229286.948,550186.754,True,135.99,0.7554838709677418,0.5809677419354838
2020-11-30,2020,327474.561,236892.206,564366.767,True,136.23,0.7639999999999999,0.592
2020-12-31,2020,331720.021,241525.613,573245.634,True,135.87,0.7270967741935483,0.5809677419354838
2021-01-31,2021,328537.409,225502.981,554040.39,True,136.7,0.7838709677419354,0.6177419354838709
2021-02-28,2021,328327.477,247975.671,576303.148,True,137.3,0.7514285714285714,0.5757142857142856
2021-03-31,2021,329315.311,233497.913,562813.224,True,137.84,0.7270967741935483,0.5441935483870967
2021-04-30,2021,330902.114,225543.935,556446.049,True,138.57,0.7346666666666667,0.5539999999999999
2021-05-31,2021,335755.713,236076.023,571831.736,True,139.22,0.7838709677419354,0.6177419354838709
2021-06-30,2021,344260.095,248526.961,592787.056,True,139.2375,0.7346666666666667,0.5539999999999999
2021-07-31,2021,345960.343,238104.985,584065.328,True,140.05,0.7554838709677418,0.5809677419354838
2021-08-31,2021,351684.249,245344.022,597028.271,True,140.4,0.7554838709677418,0.5809677419354838
2021-09-30,2021,358816.561,260425.183,619241.744,True,140.6875,0.7346666666666667,0.592
2021-10-31,2021,359964.771,242429.597,602394.368,True,141.575,0.7838709677419354,0.6177419354838709
2021-11-30,2021,369975.164,268730.081,638705.245,True,141.7625,0.7346666666666667,0.5539999999999999
2021-12-31,2021,366896.318,272719.791,639616.109,True,141.6375,0.7270967741935483,0.6177419354838709
2022-01-31,2022,368685.417,261897.903,630583.32,True,142.8125,0.7838709677419354,0.6545161290322581
2022-02-28,2022,367333.652,271557.157,638890.809,True,144.0875,0.7514285714285714,0.5757142857142856
2022-03-31,2022,370128.363,280503.154,650631.517,True,145.9625,0.8964516129032257,0.7135483870967742
2022-04-30,2022,371878.725,275426.083,647304.808,True,146.8375,1.139,0.967
2022-05-31,2022,368649.709,284841.726,653491.435,True,148.725,1.287741935483871,1.1132258064516127
2022-06-30,2022,364103.373,290704.861,654808.234,True,149.55,1.6346666666666667,1.454
2022-07-31,2022,366344.678,292636.411,658981.089,True,150.0125,2.017741935483871,1.8516129032258064
2022-08-31,2022,370654.231,309816.503,680470.734,True,149.6,2.3522580645161293,2.177741935483871
2022-09-30,2022,374729.057,317933.24,692662.297,True,149.825,2.6933333333333334,2.567
2022-10-31,2022,369456.444,308611.442,678067.886,True,150.75,2.7961290322580643,2.698387096774194
2022-11-30,2022,369495.917,331855.753,701351.67,True,150.9,3.214,3.1206666666666667
2022-12-31,2022,364646.3,335996.026,700642.326,True,150.1,3.312258064516129,3.246774193548387
2023-01-31,2023,359287.615,316526.367,675813.982,True,150.75,3.5258064516129033,3.3596774193548384
2023-02-28,2023,361612.077,321730.411,683342.488,True,151.4375,3.6667857142857145,3.6114285714285717
2023-03-31,2023,352009.806,326443.264,678453.07,True,152.26250000000002,3.880322580645161,3.69741935483871
2023-04-30,2023,352973.125,334043.71,687016.835,True,153.2,3.514333333333333,3.463333333333333
2023-05-31,2023,351264.959,341849.905,693114.864,True,153.7625,3.7716129032258063,3.69741935483871
2023-06-30,2023,342728.566,350572.109,693300.675,True,153.8625,3.993,3.8123333333333336
2023-07-31,2023,346386.43,338726.863,685113.293,True,154.775,3.820322580645161,3.7709677419354835
2023-08-31,2023,349158.377,351417.147,700575.524,True,155.175,4.126451612903226,4.0683870967741935
2023-09-30,2023,349014.234,348173.564,697187.798,True,154.9375,3.96,3.917
2023-10-31,2023,352578.289,352741.89,705320.179,True,155.225,3.876774193548387,3.9519354838709675
2023-11-30,2023,353148.053,365117.372,718265.425,True,155.4,4.089,4.037333333333334
2023-12-31,2023,345742.413,371086.256,716828.669,True,154.8625,3.7519354838709678,3.8354838709677415
2024-01-31,2024,347500.36,358901.827,706402.187,True,154.7875,4.126451612903226,4.0683870967741935
2024-02-29,2024,350637.317,366826.432,717463.749,True,155.225,4.048965517241379,4.004137931034483
2024-03-31,2024,348040.437,366390.667,714431.104,True,156.2,3.876774193548387,3.8354838709677415
2024-04-30,2024,352137.012,362460.725,714597.737,True,156.8125,4.218,4.037333333333334
2024-05-31,2024,356041.003,367029.1,723070.103,True,157.7625,4.126451612903226,4.0683870967741935
2024-06-30,2024,354352.12,375116.698,729468.818,True,157.6125,3.8183333333333334,3.655
2024-07-31,2024,363481.704,361198.687,724680.391,True,158.3625,3.908709677419355,3.8425806451612905
2024-08-31,2024,358042.173,369248.926,727291.099,True,157.975,3.6629032258064513,3.597096774193548
2024-09-30,2024,365095.467,383431.768,748527.235,True,157.475,3.3726666666666665,3.417
2024-10-31,2024,377986.557,367104.047,745090.604,True,158.125,3.49741935483871,3.415161290322581
2024-11-30,2024,380998.285,379800.865,760799.15,True,158.05,3.1266666666666665,3.0420000000000003
2024-12-31,2024,391165.828,396835.854,788001.682,True,157.525,2.8848387096774193,2.8390322580645164
2025-01-31,2025,391010.052,371918.965,762929.017,True,157.525,2.868387096774194,2.7538709677419355
2025-02-28,2025,395198.928,384737.88,779936.808,True,159.2,2.6489285714285713,2.54
2025-03-31,2025,397240.61,389836.2,787076.81,True,159.675,2.541935483870968,2.3758064516129034
2025-04-30,2025,396251.047,368466.442,764717.489,True,159.825,2.5140000000000002,2.3873333333333333
2025-05-31,2025,395129.738,373381.823,768511.561,True,160.775,2.47741935483871,2.355161290322581
2025-06-30,2025,392339.914,383361.957,775701.871,True,160.875,2.5140000000000002,2.342
2025-07-31,2025,399215.432,375847.814,775063.246,True,161.35,2.529677419354839,2.3990322580645165
2025-08-31,2025,404669.339,377962.381,782631.72,True,161.125,2.4251612903225803,2.3112903225806454
2025-09-30,2025,407479.153,392782.418,800261.571,True,161.2375,2.393333333333333,2.3123333333333336
2025-10-31,2025,416230.397,374175.548,790405.945,True,161.7625,2.336129032258065,2.1616129032258065
2025-11-30,2025,417212.792,397153.704,814366.496,True,161.7125,2.0893333333333333,1.9633333333333334
2025-12-31,2025,421057.75,380676.218,801733.968,True,161.425,2.138709677419355,1.9725806451612902
2026-01-31,2026,418988.674,379862.968,798851.642,False,161.3,2.138709677419355,2.0003225806451614
2026-02-28,2026,424847.994,385096.45,809944.444,False,162.2125,2.14,2.004285714285714
2026-03-31,2026,434523.38,375373.79,809897.17,False,163.3375,2.1748387096774193,2.0003225806451614
2026-04-30,2026,434569.386,378567.73,813137.116,False,163.8375,2.164,2.0206666666666666
